Date,Time,Open,High,Low,Close,Volume
2025-11-24,09:15:00,610.0,610.0,605.4000244140625,606.5999755859375,0
2025-11-24,09:20:00,606.1500244140625,606.75,605.7999877929688,606.0,6542
2025-11-24,09:25:00,606.0,606.2000122070312,605.4500122070312,605.75,6712
2025-11-24,09:30:00,605.75,605.9000244140625,604.0499877929688,604.5999755859375,19177
2025-11-24,09:35:00,605.0499877929688,605.2000122070312,603.4000244140625,603.9000244140625,10536
2025-11-24,09:40:00,603.7999877929688,603.7999877929688,602.6500244140625,603.1500244140625,12949
2025-11-24,09:45:00,603.1500244140625,603.3499755859375,602.25,602.8499755859375,7313
2025-11-24,09:50:00,603.0999755859375,603.3499755859375,602.4000244140625,602.9000244140625,5763
2025-11-24,09:55:00,602.9000244140625,603.0,602.2999877929688,602.5499877929688,5100
2025-11-24,10:00:00,602.3499755859375,604.0,602.3499755859375,604.0,4307
2025-11-24,10:05:00,604.0,604.0,603.5,604.0,3895
2025-11-24,10:10:00,604.0,605.0,603.6500244140625,604.7999877929688,7730
2025-11-24,10:15:00,605.3499755859375,605.6500244140625,604.6500244140625,605.4000244140625,8160
2025-11-24,10:20:00,605.0,605.4500122070312,604.0499877929688,604.0999755859375,10317
2025-11-24,10:25:00,604.0999755859375,604.5,603.7000122070312,603.75,1875
2025-11-24,10:30:00,604.0,604.1500244140625,603.7000122070312,603.9000244140625,1975
2025-11-24,10:35:00,604.1500244140625,604.5,603.7000122070312,603.9500122070312,5230
2025-11-24,10:40:00,603.7000122070312,603.75,603.1500244140625,603.1500244140625,4913
2025-11-24,10:45:00,603.1500244140625,603.5999755859375,603.0499877929688,603.5999755859375,1751
2025-11-24,10:50:00,603.9500122070312,604.0,603.5,603.5,1497
2025-11-24,10:55:00,603.4500122070312,604.0,603.2999877929688,604.0,1459
2025-11-24,11:00:00,604.0,604.0,603.5499877929688,603.9000244140625,901
2025-11-24,11:05:00,603.5499877929688,603.9000244140625,603.25,603.5499877929688,758
