Time,Open,High,Low,Close,Volume
09:15:00,1173.5999755859375,1185.0,1173.5999755859375,1179.800048828125,0
09:20:00,1180.0,1185.0,1180.0,1182.5999755859375,4287
09:25:00,1183.300048828125,1184.800048828125,1182.0,1183.300048828125,2939
09:30:00,1182.5,1191.0999755859375,1182.5,1191.0,19125
09:35:00,1190.0,1194.0,1185.199951171875,1191.4000244140625,6945
09:40:00,1190.4000244140625,1191.5,1186.0999755859375,1187.0,2919
09:45:00,1187.0,1187.0,1183.699951171875,1184.5,5191
09:50:00,1184.5,1184.9000244140625,1183.0,1184.5999755859375,1585
09:55:00,1184.0,1184.0,1181.5,1181.5,2063
10:00:00,1182.300048828125,1187.4000244140625,1182.300048828125,1187.0,3891
10:05:00,1187.0,1191.5999755859375,1186.800048828125,1191.0,5015
10:10:00,1191.0,1193.0,1189.5999755859375,1191.0,4205
10:15:00,1190.199951171875,1191.0,1188.199951171875,1190.5,2927
10:20:00,1190.5,1191.0,1189.9000244140625,1190.199951171875,1124
10:25:00,1190.199951171875,1191.5,1189.5,1190.0,1440
10:30:00,1190.0,1191.199951171875,1188.5,1190.5,1149
10:35:00,1190.5,1192.0,1189.0,1189.0,1275
10:40:00,1189.0,1198.0,1189.0,1197.9000244140625,7706
10:45:00,1197.800048828125,1199.9000244140625,1195.699951171875,1199.199951171875,8240
10:50:00,1199.5999755859375,1199.5999755859375,1197.0,1198.699951171875,4102
10:55:00,1197.800048828125,1208.0,1196.800048828125,1206.5,13963
11:00:00,1206.5,1208.5999755859375,1206.0,1208.0,4567
11:05:00,1207.199951171875,1209.199951171875,1205.9000244140625,1207.9000244140625,5537
11:10:00,1207.9000244140625,1209.9000244140625,1206.5,1209.4000244140625,5935
11:15:00,1208.4000244140625,1209.5,1200.0999755859375,1203.5,21268
11:20:00,1202.0,1203.0,1200.4000244140625,1202.300048828125,4451
11:25:00,1203.0,1206.0999755859375,1202.800048828125,1205.699951171875,3317
11:30:00,1205.9000244140625,1206.0,1203.5,1205.0,2732
11:35:00,1204.5,1205.5,1203.5,1204.4000244140625,2356
11:40:00,1204.4000244140625,1209.9000244140625,1203.4000244140625,1207.199951171875,4714
11:45:00,1207.199951171875,1208.0,1207.0,1207.9000244140625,1475
11:50:00,1208.0,1208.0,1205.300048828125,1207.199951171875,1201
11:55:00,1206.5,1208.300048828125,1206.4000244140625,1208.0,1932
12:00:00,1206.5,1207.0999755859375,1206.0999755859375,1206.9000244140625,1078
12:05:00,1206.9000244140625,1208.4000244140625,1205.699951171875,1206.0999755859375,3592
12:10:00,1205.699951171875,1207.0,1205.4000244140625,1206.300048828125,1263
12:15:00,1206.5,1208.199951171875,1205.0,1208.0,6506
12:20:00,1208.0,1208.4000244140625,1207.300048828125,1207.300048828125,1653
12:25:00,1207.4000244140625,1207.800048828125,1205.9000244140625,1207.699951171875,1177
12:30:00,1207.0,1207.699951171875,1206.4000244140625,1207.300048828125,901
12:35:00,1207.300048828125,1207.300048828125,1205.0,1205.0999755859375,1585
12:40:00,1205.0999755859375,1205.800048828125,1204.0,1205.0,1812
12:45:00,1205.0,1206.199951171875,1203.0,1205.199951171875,3520
12:50:00,1205.199951171875,1205.199951171875,1204.0999755859375,1204.0999755859375,559
12:55:00,1204.199951171875,1204.199951171875,1200.0999755859375,1203.800048828125,4782
13:00:00,1204.0999755859375,1204.9000244140625,1203.199951171875,1203.9000244140625,827
13:05:00,1204.0,1204.5999755859375,1202.4000244140625,1204.5999755859375,769
13:10:00,1204.5,1204.5,1202.800048828125,1203.5999755859375,841
13:15:00,1203.5999755859375,1203.5999755859375,1201.800048828125,1202.4000244140625,1023
13:20:00,1202.5,1202.5,1202.0,1202.5,502
