Date,Time,Open,High,Low,Close,Volume
2025-11-11,09:15:00,247.63999938964844,248.35000610351562,246.5,246.5,0
2025-11-11,09:20:00,246.49000549316406,246.49000549316406,246.0,246.25,15233
2025-11-11,09:25:00,246.22000122070312,246.4600067138672,245.97999572753906,246.1199951171875,9769
2025-11-11,09:30:00,246.0,246.3800048828125,245.60000610351562,245.72000122070312,20563
2025-11-11,09:35:00,245.72000122070312,245.8800048828125,245.36000061035156,245.77999877929688,10251
2025-11-11,09:40:00,245.72000122070312,246.0,245.25,245.60000610351562,14388
2025-11-11,09:45:00,245.4499969482422,245.55999755859375,244.6199951171875,244.6199951171875,25702
2025-11-11,09:50:00,244.60000610351562,244.92999267578125,244.47000122070312,244.5,11605
2025-11-11,09:55:00,244.61000061035156,245.19000244140625,244.50999450683594,245.0800018310547,9514
2025-11-11,10:00:00,244.92999267578125,245.0399932861328,244.8000030517578,244.86000061035156,11700
2025-11-11,10:05:00,244.86000061035156,244.92999267578125,244.3000030517578,244.39999389648438,8493
2025-11-11,10:10:00,244.39999389648438,244.67999267578125,244.36000061035156,244.67999267578125,7093
2025-11-11,10:15:00,244.4600067138672,245.17999267578125,244.4600067138672,244.67999267578125,11613
2025-11-11,10:20:00,244.5500030517578,244.8300018310547,244.5,244.60000610351562,8039
2025-11-11,10:25:00,244.60000610351562,244.91000366210938,244.5,244.89999389648438,5194
2025-11-11,10:30:00,244.97000122070312,245.13999938964844,244.77000427246094,244.8000030517578,4294
2025-11-11,10:35:00,244.75,244.8699951171875,244.10000610351562,244.10000610351562,22481
2025-11-11,10:40:00,244.11000061035156,244.27000427246094,243.80999755859375,244.1999969482422,25030
2025-11-11,10:45:00,244.0,244.4199981689453,243.8300018310547,244.4199981689453,4634
2025-11-11,10:50:00,244.38999938964844,244.8699951171875,244.13999938964844,244.74000549316406,3967
2025-11-11,10:55:00,244.74000549316406,245.00999450683594,244.74000549316406,245.00999450683594,2035
2025-11-11,11:00:00,245.1699981689453,245.19000244140625,244.24000549316406,244.55999755859375,22995
2025-11-11,11:05:00,244.55999755859375,244.74000549316406,244.1999969482422,244.57000732421875,8118
2025-11-11,11:10:00,244.35000610351562,244.69000244140625,244.2100067138672,244.69000244140625,5644
2025-11-11,11:15:00,244.55999755859375,244.72000122070312,244.25,244.72000122070312,6153
2025-11-11,11:20:00,244.72000122070312,245.0,244.58999633789062,244.99000549316406,2142
2025-11-11,11:25:00,244.72999572753906,244.83999633789062,244.3300018310547,244.60000610351562,10142
2025-11-11,11:30:00,244.60000610351562,244.99000549316406,244.60000610351562,244.77000427246094,2384
2025-11-11,11:35:00,244.60000610351562,244.86000061035156,244.60000610351562,244.86000061035156,1146
2025-11-11,11:40:00,245.0,245.39999389648438,245.0,245.39999389648438,4447
2025-11-11,11:45:00,245.44000244140625,245.47999572753906,244.94000244140625,245.17999267578125,7040
2025-11-11,11:50:00,245.27999877929688,245.64999389648438,245.02000427246094,245.4600067138672,5629
2025-11-11,11:55:00,245.4600067138672,245.8000030517578,245.27999877929688,245.64999389648438,12629
2025-11-11,12:00:00,245.64999389648438,245.85000610351562,245.2899932861328,245.47000122070312,3779
2025-11-11,12:05:00,245.6199951171875,245.6199951171875,245.27000427246094,245.39999389648438,3903
2025-11-11,12:10:00,245.5399932861328,245.60000610351562,245.33999633789062,245.38999938964844,2754
2025-11-11,12:15:00,245.5500030517578,245.69000244140625,245.3300018310547,245.60000610351562,2987
2025-11-11,12:20:00,245.50999450683594,245.50999450683594,245.0399932861328,245.38999938964844,4998
2025-11-11,12:25:00,245.5,245.5,245.44000244140625,245.49000549316406,838
2025-11-11,12:30:00,245.52000427246094,245.92999267578125,245.52000427246094,245.55999755859375,13668
2025-11-11,12:35:00,245.60000610351562,245.60000610351562,245.25,245.25,3077
2025-11-11,12:40:00,245.19000244140625,245.41000366210938,245.16000366210938,245.41000366210938,978
2025-11-11,12:45:00,245.41000366210938,245.41000366210938,245.0,245.22000122070312,3175
2025-11-11,12:50:00,245.1300048828125,245.60000610351562,245.1300048828125,245.4600067138672,4372
2025-11-11,12:55:00,245.4199981689453,245.5,244.64999389648438,244.67999267578125,6974
2025-11-11,13:00:00,244.67999267578125,244.8699951171875,244.67999267578125,244.80999755859375,2836
2025-11-11,13:05:00,244.97999572753906,245.0,244.50999450683594,244.52000427246094,10685
2025-11-11,13:10:00,244.52000427246094,244.92999267578125,244.52000427246094,244.72000122070312,6060
2025-11-11,13:15:00,244.72000122070312,244.89999389648438,244.39999389648438,244.39999389648438,8105
2025-11-11,13:20:00,244.39999389648438,244.5500030517578,244.2100067138672,244.27000427246094,3042
2025-11-11,13:25:00,244.27999877929688,245.05999755859375,244.27999877929688,244.77999877929688,3725
2025-11-11,13:30:00,244.77999877929688,245.22000122070312,244.77999877929688,245.02000427246094,561
2025-11-11,13:35:00,244.97000122070312,245.1300048828125,244.02999877929688,244.9199981689453,18724
2025-11-11,13:40:00,244.9199981689453,245.2899932861328,244.8000030517578,245.2899932861328,2195
2025-11-11,13:45:00,245.30999755859375,245.89999389648438,245.30999755859375,245.8000030517578,14091
2025-11-11,13:50:00,245.80999755859375,245.97000122070312,245.5,245.5,7303
2025-11-11,13:55:00,245.41000366210938,245.55999755859375,245.1300048828125,245.1300048828125,3431
2025-11-11,14:00:00,245.13999938964844,245.5399932861328,245.11000061035156,245.38999938964844,3844
2025-11-11,14:05:00,245.38999938964844,245.75,245.22999572753906,245.22999572753906,9318
2025-11-11,14:10:00,245.22000122070312,245.49000549316406,245.22000122070312,245.49000549316406,716
2025-11-11,14:15:00,245.30999755859375,245.6300048828125,245.30999755859375,245.52000427246094,3089
2025-11-11,14:20:00,245.6300048828125,245.6300048828125,245.35000610351562,245.5,1961
2025-11-11,14:25:00,245.52000427246094,245.75,245.36000061035156,245.72000122070312,4621
2025-11-11,14:30:00,245.72999572753906,247.6999969482422,245.72999572753906,246.67999267578125,80223
2025-11-11,14:35:00,246.80999755859375,246.80999755859375,245.8000030517578,246.08999633789062,15826
2025-11-11,14:40:00,246.08999633789062,246.22999572753906,245.4499969482422,245.86000061035156,31652
2025-11-11,14:45:00,245.8699951171875,246.5,245.7899932861328,246.25,24934
2025-11-11,14:50:00,246.42999267578125,246.42999267578125,245.7899932861328,245.9600067138672,21400
2025-11-11,14:55:00,245.9600067138672,246.25999450683594,245.63999938964844,246.25999450683594,14520
2025-11-11,15:00:00,246.35000610351562,246.35000610351562,245.74000549316406,245.8800048828125,16643
2025-11-11,15:05:00,245.8699951171875,245.89999389648438,245.72000122070312,245.75999450683594,17956
2025-11-11,15:10:00,245.77999877929688,246.25999450683594,245.77999877929688,246.0800018310547,28137
2025-11-11,15:15:00,246.08999633789062,246.1999969482422,245.55999755859375,245.80999755859375,27078
2025-11-11,15:20:00,245.77000427246094,246.19000244140625,245.47000122070312,245.47000122070312,36368
2025-11-11,15:25:00,245.47000122070312,246.0,245.1999969482422,245.39999389648438,35547
