Datetime,Adj Close,Close,High,Low,Open,Volume
2025-11-13 04:00:00+00:00,1510.699951171875,1510.699951171875,1513.199951171875,1507.5,1511.0,418670.0
2025-11-13 04:30:00+00:00,1512.4000244140625,1512.4000244140625,1512.800048828125,1509.0,1510.300048828125,257160.0
2025-11-13 05:00:00+00:00,1515.5,1515.5,1516.4000244140625,1511.0,1512.5,324354.0
2025-11-13 05:30:00+00:00,1518.5,1518.5,1519.0,1514.0,1515.5,463393.0
2025-11-13 06:00:00+00:00,1517.800048828125,1517.800048828125,1518.5999755859375,1515.9000244140625,1518.5999755859375,321272.0
2025-11-13 06:30:00+00:00,1519.0,1519.0,1519.5,1517.0,1517.800048828125,317867.0
2025-11-13 07:00:00+00:00,1519.300048828125,1519.300048828125,1520.300048828125,1515.5999755859375,1519.199951171875,685211.0
2025-11-13 07:30:00+00:00,1519.0,1519.0,1519.699951171875,1517.4000244140625,1519.300048828125,341252.0
2025-11-13 08:00:00+00:00,1515.0999755859375,1515.0999755859375,1522.0999755859375,1515.0999755859375,1519.199951171875,838873.0
2025-11-13 08:30:00+00:00,1512.800048828125,1512.800048828125,1516.800048828125,1508.0,1515.300048828125,847489.0
2025-11-13 09:00:00+00:00,1509.5999755859375,1509.5999755859375,1513.9000244140625,1509.5,1512.800048828125,857161.0
2025-11-13 09:30:00+00:00,1512.0999755859375,1512.0999755859375,1512.9000244140625,1508.0,1509.5,1107627.0
2025-11-14 04:00:00+00:00,1514.300048828125,1514.300048828125,1516.199951171875,1509.800048828125,1510.0,451422.0
2025-11-14 04:30:00+00:00,1515.0,1515.0,1517.5999755859375,1512.0,1514.199951171875,371529.0
2025-11-14 05:00:00+00:00,1518.0,1518.0,1519.0,1512.5999755859375,1514.9000244140625,493686.0
2025-11-14 05:30:00+00:00,1515.199951171875,1515.199951171875,1518.300048828125,1513.199951171875,1518.0,284926.0
2025-11-14 06:00:00+00:00,1513.0999755859375,1513.0999755859375,1515.699951171875,1512.800048828125,1515.5,246557.0
2025-11-14 06:30:00+00:00,1517.199951171875,1517.199951171875,1517.5,1513.199951171875,1513.199951171875,272246.0
2025-11-14 07:00:00+00:00,1515.9000244140625,1515.9000244140625,1517.699951171875,1515.5,1517.5,270348.0
2025-11-14 07:30:00+00:00,1516.800048828125,1516.800048828125,1517.0,1514.699951171875,1516.0,272737.0
2025-11-14 08:00:00+00:00,1512.699951171875,1512.699951171875,1517.0,1511.0,1516.699951171875,359455.0
2025-11-14 08:30:00+00:00,1514.4000244140625,1514.4000244140625,1515.0,1512.0,1512.5999755859375,245027.0
2025-11-14 09:00:00+00:00,1512.9000244140625,1512.9000244140625,1516.9000244140625,1512.5999755859375,1514.4000244140625,499129.0
2025-11-14 09:30:00+00:00,1518.199951171875,1518.199951171875,1520.800048828125,1513.5,1513.5,3551518.0
2025-11-17 04:00:00+00:00,1521.0999755859375,1521.0999755859375,1523.0,1520.199951171875,1520.5,347658.0
2025-11-17 04:30:00+00:00,1518.0,1518.0,1521.300048828125,1517.9000244140625,1521.199951171875,279442.0
2025-11-17 05:00:00+00:00,1519.0,1519.0,1519.699951171875,1517.800048828125,1517.9000244140625,227093.0
2025-11-17 05:30:00+00:00,1513.800048828125,1513.800048828125,1520.800048828125,1513.5,1518.9000244140625,542171.0
2025-11-17 06:00:00+00:00,1514.5999755859375,1514.5999755859375,1515.0,1511.5,1513.699951171875,309219.0
2025-11-17 06:30:00+00:00,1513.699951171875,1513.699951171875,1515.0,1512.5,1514.800048828125,318947.0
2025-11-17 07:00:00+00:00,1514.5999755859375,1514.5999755859375,1516.199951171875,1512.800048828125,1513.699951171875,414115.0
2025-11-17 07:30:00+00:00,1513.9000244140625,1513.9000244140625,1515.199951171875,1512.699951171875,1514.699951171875,195931.0
2025-11-17 08:00:00+00:00,1515.800048828125,1515.800048828125,1516.9000244140625,1513.0999755859375,1514.199951171875,421326.0
2025-11-17 08:30:00+00:00,1515.5999755859375,1515.5999755859375,1517.4000244140625,1513.800048828125,1516.0,560326.0
2025-11-17 09:00:00+00:00,1516.199951171875,1516.199951171875,1517.800048828125,1514.0999755859375,1515.5999755859375,623499.0
2025-11-17 09:30:00+00:00,1518.0,1518.0,1519.699951171875,1516.300048828125,1516.300048828125,1347820.0
2025-11-18 04:00:00+00:00,1513.800048828125,1513.800048828125,1520.199951171875,1513.199951171875,1516.199951171875,650808.0
2025-11-18 04:30:00+00:00,1514.300048828125,1514.300048828125,1516.699951171875,1512.699951171875,1513.0999755859375,322673.0
2025-11-18 05:00:00+00:00,1513.300048828125,1513.300048828125,1514.4000244140625,1511.5999755859375,1514.300048828125,300720.0
2025-11-18 05:30:00+00:00,1514.9000244140625,1514.9000244140625,1517.699951171875,1511.9000244140625,1513.0999755859375,451430.0
2025-11-18 06:00:00+00:00,1521.5,1521.5,1521.5,1514.9000244140625,1515.0,448204.0
2025-11-18 06:30:00+00:00,1519.4000244140625,1519.4000244140625,1522.300048828125,1518.4000244140625,1521.4000244140625,374658.0
2025-11-18 07:00:00+00:00,1518.5999755859375,1518.5999755859375,1521.0,1516.4000244140625,1519.0999755859375,961312.0
2025-11-18 07:30:00+00:00,1525.800048828125,1525.800048828125,1527.199951171875,1518.5,1518.699951171875,1219989.0
2025-11-18 08:00:00+00:00,1524.5999755859375,1524.5999755859375,1526.699951171875,1524.0,1525.9000244140625,733741.0
2025-11-18 08:30:00+00:00,1525.0999755859375,1525.0999755859375,1527.699951171875,1524.4000244140625,1524.5,947562.0
2025-11-18 09:00:00+00:00,1523.0999755859375,1523.0999755859375,1526.199951171875,1521.5,1525.0999755859375,1038008.0
2025-11-18 09:30:00+00:00,1519.199951171875,1519.199951171875,1523.0999755859375,1515.699951171875,1523.0999755859375,2879056.0
2025-11-19 04:00:00+00:00,1517.800048828125,1517.800048828125,1518.199951171875,1515.0,1516.800048828125,317324.0
2025-11-19 04:30:00+00:00,1518.199951171875,1518.199951171875,1520.699951171875,1517.300048828125,1517.5999755859375,280162.0
2025-11-19 05:00:00+00:00,1516.300048828125,1516.300048828125,1519.9000244140625,1515.800048828125,1518.4000244140625,248807.0
2025-11-19 05:30:00+00:00,1513.800048828125,1513.800048828125,1516.699951171875,1512.0999755859375,1516.300048828125,330676.0
2025-11-19 06:00:00+00:00,1515.800048828125,1515.800048828125,1516.0,1513.5,1513.800048828125,205733.0
2025-11-19 06:30:00+00:00,1518.699951171875,1518.699951171875,1519.5,1515.800048828125,1515.800048828125,244679.0
2025-11-19 07:00:00+00:00,1520.0,1520.0,1521.9000244140625,1517.5,1518.699951171875,496206.0
2025-11-19 07:30:00+00:00,1518.300048828125,1518.300048828125,1521.300048828125,1518.0999755859375,1520.0999755859375,230534.0
2025-11-19 08:00:00+00:00,1520.0,1520.0,1520.9000244140625,1516.699951171875,1518.4000244140625,428082.0
2025-11-19 08:30:00+00:00,1521.5,1521.5,1521.5999755859375,1516.699951171875,1520.199951171875,623177.0
2025-11-19 09:00:00+00:00,1519.5,1519.5,1522.300048828125,1519.5,1521.5999755859375,717982.0
2025-11-19 09:30:00+00:00,1518.9000244140625,1518.9000244140625,1520.0999755859375,1518.0999755859375,1519.699951171875,1266110.0
2025-11-20 04:00:00+00:00,1529.5,1529.5,1539.0999755859375,1528.699951171875,1536.800048828125,1079564.0
2025-11-20 04:30:00+00:00,1535.199951171875,1535.199951171875,1535.800048828125,1528.800048828125,1529.4000244140625,498965.0
2025-11-20 05:00:00+00:00,1539.699951171875,1539.699951171875,1542.4000244140625,1535.0,1535.5999755859375,2102145.0
2025-11-20 05:30:00+00:00,1540.0999755859375,1540.0999755859375,1541.5999755859375,1538.300048828125,1539.300048828125,818688.0
2025-11-20 06:00:00+00:00,1540.800048828125,1540.800048828125,1541.0,1539.4000244140625,1539.800048828125,388851.0
2025-11-20 06:30:00+00:00,1547.5,1547.5,1548.0,1540.800048828125,1540.800048828125,1568749.0
2025-11-20 07:00:00+00:00,1543.5,1543.5,1547.800048828125,1542.9000244140625,1547.300048828125,717606.0
2025-11-20 07:30:00+00:00,1546.4000244140625,1546.4000244140625,1547.0,1543.199951171875,1543.300048828125,1116086.0
2025-11-20 08:00:00+00:00,1547.199951171875,1547.199951171875,1548.0,1545.300048828125,1546.4000244140625,851293.0
2025-11-20 08:30:00+00:00,1546.0,1546.0,1550.5,1545.9000244140625,1547.199951171875,2193694.0
2025-11-20 09:00:00+00:00,1550.0,1550.0,1550.5999755859375,1546.0,1546.0999755859375,1432118.0
2025-11-20 09:30:00+00:00,1549.5,1549.5,1550.5999755859375,1545.9000244140625,1550.0999755859375,3564894.0
2025-11-21 04:00:00+00:00,1550.5,1550.5,1557.699951171875,1547.0999755859375,1555.4000244140625,1145617.0
2025-11-21 04:30:00+00:00,1546.300048828125,1546.300048828125,1551.0999755859375,1546.0,1550.5,583981.0
2025-11-21 05:00:00+00:00,1549.199951171875,1549.199951171875,1549.199951171875,1545.5999755859375,1546.199951171875,397249.0
2025-11-21 05:30:00+00:00,1546.0999755859375,1546.0999755859375,1552.0,1544.9000244140625,1549.199951171875,519963.0
2025-11-21 06:00:00+00:00,1544.699951171875,1544.699951171875,1547.0,1541.199951171875,1546.0,803098.0
2025-11-21 06:30:00+00:00,1552.0,1552.0,1553.5999755859375,1544.0,1544.800048828125,650231.0
2025-11-21 07:00:00+00:00,1553.800048828125,1553.800048828125,1554.800048828125,1548.5,1552.0999755859375,1034797.0
2025-11-21 07:30:00+00:00,1549.5999755859375,1549.5999755859375,1554.4000244140625,1547.5999755859375,1553.800048828125,637776.0
2025-11-21 08:00:00+00:00,1550.5,1550.5,1551.4000244140625,1545.300048828125,1549.5999755859375,695958.0
2025-11-21 08:30:00+00:00,1551.5999755859375,1551.5999755859375,1552.0,1548.5999755859375,1550.699951171875,283218.0
2025-11-21 09:00:00+00:00,1547.800048828125,1547.800048828125,1553.5999755859375,1547.4000244140625,1551.699951171875,464481.0
2025-11-21 09:30:00+00:00,1543.699951171875,1543.699951171875,1548.800048828125,1543.0999755859375,1547.5999755859375,1121049.0
2025-11-24 04:00:00+00:00,1543.800048828125,1543.800048828125,1546.9000244140625,1542.0,1542.9000244140625,478540.0
2025-11-24 04:30:00+00:00,1540.5,1540.5,1545.4000244140625,1540.5,1544.0,373715.0
2025-11-24 05:00:00+00:00,1536.0,1536.0,1542.9000244140625,1536.0,1540.5,1192028.0
2025-11-24 05:30:00+00:00,1537.0999755859375,1537.0999755859375,1537.0999755859375,1533.5,1536.0,584313.0
2025-11-24 06:00:00+00:00,1537.0,1537.0,1538.9000244140625,1533.4000244140625,1537.0,692171.0
2025-11-24 06:30:00+00:00,1535.300048828125,1535.300048828125,1537.0,1533.300048828125,1536.5,616291.0
2025-11-24 07:00:00+00:00,1538.5,1538.5,1538.9000244140625,1534.0,1535.300048828125,530869.0
2025-11-24 07:30:00+00:00,1537.800048828125,1537.800048828125,1540.0,1535.4000244140625,1538.5,792080.0
2025-11-24 08:00:00+00:00,1536.4000244140625,1536.4000244140625,1539.699951171875,1535.5,1537.800048828125,578613.0
2025-11-24 08:30:00+00:00,1536.0999755859375,1536.0999755859375,1539.699951171875,1535.5,1536.199951171875,847909.0
2025-11-24 09:00:00+00:00,1543.4000244140625,1543.4000244140625,1543.800048828125,1535.0,1536.0999755859375,921216.0
2025-11-24 09:30:00+00:00,1534.800048828125,1534.800048828125,1544.4000244140625,1531.800048828125,1543.4000244140625,10102663.0
2025-11-25 04:00:00+00:00,1553.0,1553.0,1559.5999755859375,1551.300048828125,1551.300048828125,1352175.0
2025-11-25 04:30:00+00:00,1549.300048828125,1549.300048828125,1557.0,1547.699951171875,1553.0,637246.0
2025-11-25 05:00:00+00:00,1549.0,1549.0,1552.699951171875,1548.199951171875,1549.300048828125,665958.0
2025-11-25 05:30:00+00:00,1552.5999755859375,1552.5999755859375,1552.5999755859375,1548.699951171875,1549.0,514944.0
2025-11-25 06:00:00+00:00,1549.300048828125,1549.300048828125,1554.0,1548.9000244140625,1552.5999755859375,740666.0
2025-11-25 06:30:00+00:00,1545.5999755859375,1545.5999755859375,1549.4000244140625,1543.5999755859375,1549.300048828125,1343064.0
2025-11-25 07:00:00+00:00,1549.5,1549.5,1552.4000244140625,1545.4000244140625,1545.9000244140625,887249.0
2025-11-25 07:30:00+00:00,1549.699951171875,1549.699951171875,1552.5,1547.5,1549.5,678635.0
2025-11-25 08:00:00+00:00,1549.4000244140625,1549.4000244140625,1551.300048828125,1547.5,1549.699951171875,1116267.0
2025-11-25 08:30:00+00:00,1548.9000244140625,1548.9000244140625,1550.4000244140625,1547.800048828125,1549.5,703579.0
2025-11-25 09:00:00+00:00,1542.300048828125,1542.300048828125,1549.5999755859375,1541.5999755859375,1549.0999755859375,1052218.0
2025-11-25 09:30:00+00:00,1540.699951171875,1540.699951171875,1543.5999755859375,1537.4000244140625,1542.5999755859375,3881540.0
2025-11-26 04:00:00+00:00,1552.0,1552.0,1554.699951171875,1547.0,1548.300048828125,740366.0
2025-11-26 04:30:00+00:00,1551.0999755859375,1551.0999755859375,1553.5,1550.5999755859375,1552.0999755859375,480329.0
2025-11-26 05:00:00+00:00,1561.0999755859375,1561.0999755859375,1563.0,1551.0,1551.0999755859375,1163575.0
2025-11-26 05:30:00+00:00,1561.9000244140625,1561.9000244140625,1563.0,1560.0,1561.0,755952.0
2025-11-26 06:00:00+00:00,1561.0,1561.0,1562.699951171875,1559.0999755859375,1561.9000244140625,611398.0
2025-11-26 06:30:00+00:00,1565.4000244140625,1565.4000244140625,1566.0,1560.5,1561.300048828125,1004516.0
2025-11-26 07:00:00+00:00,1568.4000244140625,1568.4000244140625,1568.699951171875,1563.5,1565.800048828125,675339.0
2025-11-26 07:30:00+00:00,1560.199951171875,1560.199951171875,1568.4000244140625,1560.0999755859375,1568.0999755859375,798595.0
2025-11-26 08:00:00+00:00,1565.9000244140625,1565.9000244140625,1567.0,1560.0999755859375,1560.0999755859375,1048026.0
2025-11-26 08:30:00+00:00,1565.699951171875,1565.699951171875,1568.9000244140625,1565.0,1565.800048828125,1386039.0
2025-11-26 09:00:00+00:00,1569.9000244140625,1569.9000244140625,1570.4000244140625,1565.0999755859375,1565.5999755859375,2281763.0
2025-11-26 09:30:00+00:00,1569.9000244140625,1569.9000244140625,1571.199951171875,1568.199951171875,1570.0999755859375,2280993.0
