Date,Time,Open,High,Low,Close,Volume
2025-11-11,09:15:00,43.45000076293945,43.630001068115234,43.45000076293945,43.459999084472656,0
2025-11-11,09:20:00,43.470001220703125,43.52000045776367,43.439998626708984,43.5,131001
2025-11-11,09:25:00,43.5,43.52000045776367,43.36000061035156,43.400001525878906,180390
2025-11-11,09:30:00,43.36000061035156,43.369998931884766,43.20000076293945,43.20000076293945,151194
2025-11-11,09:35:00,43.15999984741211,43.189998626708984,43.099998474121094,43.13999938964844,140193
2025-11-11,09:40:00,43.13999938964844,43.150001525878906,43.02000045776367,43.06999969482422,171209
2025-11-11,09:45:00,43.06999969482422,43.08000183105469,42.880001068115234,42.880001068115234,261996
2025-11-11,09:50:00,42.88999938964844,43.0,42.88999938964844,43.0,82790
2025-11-11,09:55:00,42.9900016784668,43.029998779296875,42.959999084472656,42.9900016784668,53581
2025-11-11,10:00:00,42.959999084472656,42.9900016784668,42.880001068115234,42.91999816894531,107297
2025-11-11,10:05:00,42.939998626708984,42.939998626708984,42.86000061035156,42.880001068115234,85463
2025-11-11,10:10:00,42.880001068115234,42.93000030517578,42.83000183105469,42.84000015258789,63510
2025-11-11,10:15:00,42.81999969482422,42.880001068115234,42.810001373291016,42.84000015258789,50565
2025-11-11,10:20:00,42.86000061035156,42.900001525878906,42.83000183105469,42.86000061035156,48971
2025-11-11,10:25:00,42.86000061035156,42.880001068115234,42.849998474121094,42.880001068115234,83337
2025-11-11,10:30:00,42.869998931884766,42.880001068115234,42.849998474121094,42.880001068115234,67331
2025-11-11,10:35:00,42.880001068115234,42.880001068115234,42.709999084472656,42.72999954223633,197811
2025-11-11,10:40:00,42.7400016784668,42.779998779296875,42.709999084472656,42.779998779296875,64156
2025-11-11,10:45:00,42.77000045776367,42.779998779296875,42.7400016784668,42.7400016784668,32093
2025-11-11,10:50:00,42.72999954223633,42.75,42.65999984741211,42.720001220703125,99588
2025-11-11,10:55:00,42.720001220703125,42.72999954223633,42.70000076293945,42.72999954223633,44455
2025-11-11,11:00:00,42.72999954223633,42.72999954223633,42.70000076293945,42.70000076293945,70630
2025-11-11,11:05:00,42.70000076293945,42.720001220703125,42.66999816894531,42.709999084472656,40840
2025-11-11,11:10:00,42.709999084472656,42.720001220703125,42.689998626708984,42.709999084472656,32400
2025-11-11,11:15:00,42.709999084472656,42.709999084472656,42.66999816894531,42.66999816894531,85051
2025-11-11,11:20:00,42.66999816894531,42.689998626708984,42.66999816894531,42.66999816894531,46289
2025-11-11,11:25:00,42.66999816894531,42.68000030517578,42.65999984741211,42.66999816894531,37901
2025-11-11,11:30:00,42.65999984741211,42.689998626708984,42.650001525878906,42.68000030517578,37708
2025-11-11,11:35:00,42.689998626708984,42.70000076293945,42.63999938964844,42.65999984741211,67016
2025-11-11,11:40:00,42.650001525878906,42.68000030517578,42.63999938964844,42.65999984741211,24708
2025-11-11,11:45:00,42.66999816894531,42.72999954223633,42.65999984741211,42.709999084472656,94507
2025-11-11,11:50:00,42.72999954223633,42.7599983215332,42.70000076293945,42.7599983215332,47657
2025-11-11,11:55:00,42.7599983215332,42.7599983215332,42.68000030517578,42.689998626708984,66082
2025-11-11,12:00:00,42.689998626708984,42.75,42.689998626708984,42.72999954223633,34779
2025-11-11,12:05:00,42.7400016784668,42.7400016784668,42.66999816894531,42.689998626708984,126224
2025-11-11,12:10:00,42.709999084472656,42.709999084472656,42.66999816894531,42.70000076293945,57577
2025-11-11,12:15:00,42.70000076293945,42.709999084472656,42.70000076293945,42.709999084472656,41004
2025-11-11,12:20:00,42.70000076293945,42.720001220703125,42.70000076293945,42.720001220703125,39089
2025-11-11,12:25:00,42.720001220703125,42.779998779296875,42.70000076293945,42.75,190875
2025-11-11,12:30:00,42.75,42.779998779296875,42.709999084472656,42.75,44227
2025-11-11,12:35:00,42.7599983215332,42.77000045776367,42.720001220703125,42.72999954223633,66323
2025-11-11,12:40:00,42.72999954223633,42.7400016784668,42.70000076293945,42.70000076293945,47089
2025-11-11,12:45:00,42.720001220703125,42.72999954223633,42.70000076293945,42.72999954223633,57407
2025-11-11,12:50:00,42.72999954223633,42.72999954223633,42.70000076293945,42.72999954223633,22089
2025-11-11,12:55:00,42.720001220703125,42.72999954223633,42.70000076293945,42.709999084472656,69148
2025-11-11,13:00:00,42.70000076293945,42.869998931884766,42.68000030517578,42.83000183105469,124225
2025-11-11,13:05:00,42.77000045776367,42.86000061035156,42.7400016784668,42.84000015258789,87113
2025-11-11,13:10:00,42.84000015258789,42.88999938964844,42.81999969482422,42.869998931884766,70355
2025-11-11,13:15:00,42.869998931884766,42.939998626708984,42.86000061035156,42.91999816894531,110407
2025-11-11,13:20:00,42.93000030517578,43.02000045776367,42.900001525878906,43.0,116092
2025-11-11,13:25:00,43.0,43.0,42.959999084472656,42.970001220703125,61005
2025-11-11,13:30:00,42.970001220703125,43.02000045776367,42.959999084472656,42.970001220703125,65634
2025-11-11,13:35:00,42.970001220703125,43.040000915527344,42.970001220703125,43.0,97351
2025-11-11,13:40:00,43.0,43.029998779296875,42.97999954223633,42.9900016784668,55097
2025-11-11,13:45:00,42.970001220703125,43.0099983215332,42.970001220703125,42.9900016784668,103697
2025-11-11,13:50:00,42.9900016784668,43.209999084472656,42.97999954223633,43.18000030517578,391127
2025-11-11,13:55:00,43.18000030517578,43.22999954223633,43.099998474121094,43.099998474121094,89080
2025-11-11,14:00:00,43.11000061035156,43.130001068115234,43.04999923706055,43.08000183105469,88543
2025-11-11,14:05:00,43.08000183105469,43.119998931884766,43.04999923706055,43.06999969482422,58340
2025-11-11,14:10:00,43.06999969482422,43.06999969482422,43.0,43.0,78341
2025-11-11,14:15:00,43.0,43.11000061035156,43.0,43.099998474121094,92603
2025-11-11,14:20:00,43.09000015258789,43.099998474121094,43.060001373291016,43.099998474121094,65399
2025-11-11,14:25:00,43.09000015258789,43.119998931884766,43.060001373291016,43.060001373291016,76166
2025-11-11,14:30:00,43.060001373291016,43.11000061035156,43.060001373291016,43.099998474121094,134346
2025-11-11,14:35:00,43.099998474121094,43.220001220703125,43.04999923706055,43.060001373291016,208799
2025-11-11,14:40:00,43.04999923706055,43.13999938964844,43.04999923706055,43.130001068115234,122926
2025-11-11,14:45:00,43.11000061035156,43.15999984741211,43.08000183105469,43.13999938964844,170634
2025-11-11,14:50:00,43.130001068115234,43.220001220703125,43.11000061035156,43.13999938964844,154563
2025-11-11,14:55:00,43.130001068115234,43.220001220703125,43.11000061035156,43.20000076293945,111009
2025-11-11,15:00:00,43.220001220703125,43.29999923706055,43.20000076293945,43.29999923706055,195004
2025-11-11,15:05:00,43.310001373291016,43.310001373291016,43.220001220703125,43.25,198825
2025-11-11,15:10:00,43.2400016784668,43.279998779296875,43.209999084472656,43.25,163603
2025-11-11,15:15:00,43.25,43.290000915527344,43.209999084472656,43.279998779296875,238010
2025-11-11,15:20:00,43.33000183105469,43.33000183105469,43.15999984741211,43.25,403798
2025-11-11,15:25:00,43.2400016784668,43.2400016784668,43.150001525878906,43.189998626708984,242835
