Date,Time,Open,High,Low,Close,Volume
2025-11-11,09:15:00,271.54998779296875,271.54998779296875,269.25,269.25,0
2025-11-11,09:20:00,269.25,270.6000061035156,269.25,270.45001220703125,21979
2025-11-11,09:25:00,270.5,270.8500061035156,270.1000061035156,270.25,7446
2025-11-11,09:30:00,270.25,270.25,269.54998779296875,269.70001220703125,21575
2025-11-11,09:35:00,269.5,269.75,269.5,269.6499938964844,12524
2025-11-11,09:40:00,269.75,269.75,269.1000061035156,269.1000061035156,5378
2025-11-11,09:45:00,269.29998779296875,269.79998779296875,268.5,268.54998779296875,15847
2025-11-11,09:50:00,268.6000061035156,270.04998779296875,268.5,269.95001220703125,17480
2025-11-11,09:55:00,270.25,271.0,270.04998779296875,270.95001220703125,15377
2025-11-11,10:00:00,270.75,271.0,270.3999938964844,270.3999938964844,11645
2025-11-11,10:05:00,270.75,270.8999938964844,270.3500061035156,270.8999938964844,12156
2025-11-11,10:10:00,270.6499938964844,271.45001220703125,270.54998779296875,271.0,18838
2025-11-11,10:15:00,271.0,271.20001220703125,270.75,270.75,11531
2025-11-11,10:20:00,270.75,271.1000061035156,270.75,270.95001220703125,9458
2025-11-11,10:25:00,270.8999938964844,271.04998779296875,270.8500061035156,271.04998779296875,9648
2025-11-11,10:30:00,271.0,271.0,270.6000061035156,270.75,11551
2025-11-11,10:35:00,270.6000061035156,270.70001220703125,270.5,270.54998779296875,15303
2025-11-11,10:40:00,270.54998779296875,270.95001220703125,270.5,270.75,18227
2025-11-11,10:45:00,270.79998779296875,271.0,270.3999938964844,270.54998779296875,11168
2025-11-11,10:50:00,270.6000061035156,271.0,270.5,270.8999938964844,12300
2025-11-11,10:55:00,270.8999938964844,271.04998779296875,270.8500061035156,271.0,4967
2025-11-11,11:00:00,271.0,271.04998779296875,271.0,271.0,3414
2025-11-11,11:05:00,271.0,271.04998779296875,271.0,271.0,6104
2025-11-11,11:10:00,271.0,271.3999938964844,271.0,271.29998779296875,9890
